,(Revenue Report),이번 달로 가기,총매출,PACK,CARTON,GROCERY,MISC,VAPE,KRATOM,TOBACCO,BEER,후카,메인포스,카드,잡화 비율,카드/총매출,,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 베입,평균 크레이톰,평균 토바코,평균 맥주,누락,주별 총 누락,,Total,Cig,Groc,Misc,Tob,Beer,,
,,4/18/2021 Sun,"$4,787.24",$598.67,$875.80,$47.82,$704.19,"$1,352.13",$241.43,$143.42,$100.70,,"-$3,792.82","$3,008.89",52.80%,62.85%,,,,,,,,,,,,,,,4/18/2021 Sun,"$4,787.24","$1,474.47",$47.82,"$2,297.75",$143.42,$100.70,,
,,4/19/2021 Mon,"$6,189.65",$692.01,$323.10,$39.02,$655.99,"$2,352.27","$1,266.13",$186.90,$106.45,,"-$5,639.15","$4,735.74",75.96%,76.51%,,,Week 161,"$5,102.71",$597.56,$409.43,$47.80,$644.94,"$2,242.06",$433.46,$172.02,$88.75,,,4/19/2021 Mon,"$6,189.65","$1,015.11",$39.02,"$4,274.39",$186.90,$106.45,,
,,4/20/2021 Tue,"$4,864.17",$825.53,$765.50,$46.72,$529.04,"$1,739.65",$243.77,$226.58,$41.14,,"-$4,387.37","$3,562.12",56.82%,73.23%,,,,,,,,,,,,,,,4/20/2021 Tue,"$4,864.17","$1,591.03",$46.72,"$2,512.46",$226.58,$41.14,,
,,4/21/2021 Wed,"$5,866.25",$545.32,$538.40,$58.00,$828.34,"$2,897.58",$216.96,$158.58,$84.98,,"-$5,315.77","$4,540.16",73.93%,77.39%,,,,,,,,,,,,,,,4/21/2021 Wed,"$5,866.25","$1,083.72",$58.00,"$3,942.88",$158.58,$84.98,,
,,4/22/2021 Thu,"$4,251.38",$546.45,$145.80,$22.52,$671.78,"$1,792.86",$359.15,$190.44,$132.37,,"-$3,601.32","$2,937.99",73.06%,69.11%,,,,,,,,,,,,,,,4/22/2021 Thu,"$4,251.38",$692.25,$22.52,"$2,823.79",$190.44,$132.37,,
,,4/23/2021 Fri,"$5,796.62",$601.28,$654.90,$75.72,$718.21,"$2,718.57",$230.36,$172.08,$103.66,,"-$4,761.67","$3,515.28",69.59%,60.64%,,,,,,,,,,,,,,,4/23/2021 Fri,"$5,796.62","$1,256.18",$75.72,"$3,667.14",$172.08,$103.66,,
,,4/24/2021 Sat,"$4,308.51",$472.36,$352.90,$41.70,$580.88,"$1,849.23",$357.43,$152.64,$106.06,,"-$3,998.11","$3,308.38",71.17%,76.79%,,,,,,,,,,,,,,,4/24/2021 Sat,"$4,308.51",$825.26,$41.70,"$2,787.54",$152.64,$106.06,,
,,4/25/2021 Sun,"$4,442.36",$499.95,$85.40,$50.90,$530.34,"$2,344.27",$360.40,$116.93,$46.59,,"-$4,222.17","$3,303.07",80.10%,74.35%,,,,,,,,,,,,,,,4/25/2021 Sun,"$4,442.36",$585.35,$50.90,"$3,235.01",$116.93,$46.59,,
,,4/26/2021 Mon,"$5,183.76",$825.98,$266.70,$48.31,$786.85,"$2,251.18",$249.96,$159.18,$120.06,,"-$3,933.21","$3,120.05",69.77%,60.19%,,,Week 162,"$5,593.94",$705.48,$483.57,$49.28,$815.73,"$2,194.78",$505.69,$219.49,$106.77,,,4/26/2021 Mon,"$5,183.76","$1,092.68",$48.31,"$3,287.99",$159.18,$120.06,,
,,4/27/2021 Tue,"$6,135.61",$793.34,$400.60,$46.10,$660.80,"$2,132.25","$1,143.70",$259.93,$136.03,,"-$5,254.79","$4,221.33",70.58%,68.80%,,,,,,,,,,,,,,,4/27/2021 Tue,"$6,135.61","$1,193.94",$46.10,"$3,936.75",$259.93,$136.03,,
,,4/28/2021 Wed,"$4,261.45",$502.57,$458.90,$31.07,$633.23,"$2,011.17",$48.79,$125.30,$59.57,,"-$3,625.28","$2,818.05",69.52%,66.13%,,,,,,,,,,,,,,,4/28/2021 Wed,"$4,261.45",$961.47,$31.07,"$2,693.19",$125.30,$59.57,,
,,4/29/2021 Thu,"$5,491.11",$694.55,$549.40,$50.95,"$1,225.35","$1,912.46",$301.48,$174.01,$79.17,,"-$4,841.51","$3,987.50",68.90%,72.62%,,,,,,,,,,,,,,,4/29/2021 Thu,"$5,491.11","$1,243.95",$50.95,"$3,439.29",$174.01,$79.17,,
,,4/30/2021 Fri,"$6,243.90",$844.88,$466.10,$58.20,$991.51,"$2,263.33",$534.93,$367.65,$144.59,,"-$5,803.53","$4,420.85",66.77%,70.80%,,,,,,,,,,,,,,,4/30/2021 Fri,"$6,243.90","$1,310.98",$58.20,"$3,789.77",$367.65,$144.59,,
2021년 5월,매출 보고,5/1/2021 Sat,"$6,574.93",$753.65,$789.00,$52.09,$848.86,"$2,826.15",$210.23,$339.44,$152.26,,"-$5,914.24","$4,653.00",65.00%,70.77%,,,,,,,,,,,,,,,5/1/2021 Sat,"$6,574.93","$1,542.65",$52.09,"$3,885.24",$339.44,$152.26,,
,,5/2/2021 Sun,"$5,266.84",$523.38,$454.30,$58.23,$563.49,"$1,966.90","$1,050.74",$110.95,$55.72,,"-$4,747.77","$3,418.14",74.79%,64.90%,,,,,,,,,,,,,,,5/2/2021 Sun,"$5,266.84",$977.68,$58.23,"$3,581.13",$110.95,$55.72,,
실제 수익,"$172,422.20",5/3/2021 Mon,"$5,524.16",$678.31,$585.50,$37.79,$757.53,"$2,225.82",$415.09,$229.87,$87.40,,"-$4,953.05","$3,900.74",67.67%,70.61%,,,Week 163,"$5,412.84",$651.25,$459.89,$39.56,$671.15,"$2,303.53",$449.54,$238.18,$103.18,,,5/3/2021 Mon,"$5,524.16","$1,263.81",$37.79,"$3,398.44",$229.87,$87.40,,
보고 수익,"$151,648.67",5/4/2021 Tue,"$5,088.60",$870.30,$259.70,$34.81,$353.79,"$2,635.83",$143.32,$202.02,$122.02,,"-$4,217.69","$3,180.15",67.72%,62.50%,,,,,,,,,,,,,,,5/4/2021 Tue,"$5,088.60","$1,130.00",$34.81,"$3,132.94",$202.02,$122.02,,
카드 수익,"$119,848.25",5/5/2021 Wed,"$5,284.05",$540.57,$355.00,$27.80,$538.03,"$2,666.16",$305.95,$290.53,$75.24,,"-$4,293.11","$3,582.40",73.07%,67.80%,,,,,,,,,,,,,,,5/5/2021 Wed,"$5,284.05",$895.57,$27.80,"$3,510.14",$290.53,$75.24,,
,"$31,800.42",5/6/2021 Thu,"$6,002.86",$667.12,$561.90,$28.75,$534.88,"$2,786.08",$524.95,$244.40,$104.11,,"-$5,342.25","$4,450.81",70.47%,74.14%,,,,,,,,,,,,,,,5/6/2021 Thu,"$6,002.86","$1,229.02",$28.75,"$3,845.91",$244.40,$104.11,,
담배 수익,"$34,027.39",5/7/2021 Fri,"$3,708.83",$618.95,$258.90,$54.79,$432.43,"$1,471.93",$137.35,$267.47,$126.77,,"-$3,158.33","$2,606.19",60.55%,70.27%,,,,,,,,,,,,,,,5/7/2021 Fri,"$3,708.83",$877.85,$54.79,"$2,041.71",$267.47,$126.77,,
그로서리 수익,"$1,284.20",5/8/2021 Sat,"$6,798.36",$499.55,$733.20,$68.09,$928.81,"$2,382.61","$1,292.91",$190.53,$79.04,,"-$6,057.39","$4,947.72",74.50%,72.78%,,,,,,,,,,,,,,,5/8/2021 Sat,"$6,798.36","$1,232.75",$68.09,"$4,604.33",$190.53,$79.04,,
잡화 수익,"$111,583.48",5/9/2021 Sun,"$5,483.04",$683.95,$465.00,$24.90,"$1,152.60","$1,956.25",$327.23,$242.43,$127.70,,"-$4,647.98","$3,753.50",68.93%,68.46%,,,,,,,,,,,,,,,5/9/2021 Sun,"$5,483.04","$1,148.95",$24.90,"$3,436.08",$242.43,$127.70,,
토바코 수익,"$6,803.33",5/10/2021 Mon,"$5,667.62",$713.15,$466.50,$33.25,$694.58,"$2,604.82",$435.59,$124.68,$75.15,,"-$4,566.63","$3,554.02",72.49%,62.71%,,,Week 164,"$5,391.47",$706.47,$460.61,$43.10,$619.28,"$2,376.54",$394.60,$190.05,$106.20,,,5/10/2021 Mon,"$5,667.62","$1,179.65",$33.25,"$3,734.99",$124.68,$75.15,,
맥주 수익,"$2,937.22",5/11/2021 Tue,"$4,655.96",$634.55,$403.50,$44.26,$425.35,"$2,107.16",$266.33,$232.89,$114.82,,"-$3,830.20","$3,029.25",66.12%,65.06%,,,,,,,,,,,,,,,5/11/2021 Tue,"$4,655.96","$1,038.05",$44.26,"$2,798.84",$232.89,$114.82,,
,,5/12/2021 Wed,"$4,553.70",$774.01,$172.80,$29.33,$637.60,"$2,021.81",$272.95,$162.61,$64.66,,"-$3,782.77","$2,601.28",70.83%,57.12%,,,,,,,,,,,,,,,5/12/2021 Wed,"$4,553.70",$946.81,$29.33,"$2,932.36",$162.61,$64.66,,
,"$5,562.01",5/13/2021 Thu,"$5,806.09",$614.59,$639.00,$60.00,$930.17,"$2,233.79",$368.49,$254.06,$173.36,,"-$5,175.52","$4,152.88",66.92%,71.53%,,,,,,,,,,,,,,,5/13/2021 Thu,"$5,806.09","$1,253.59",$60.00,"$3,532.45",$254.06,$173.36,,
,,5/14/2021 Fri,"$6,711.41",$865.64,$428.50,$54.74,$529.71,"$3,140.57",$689.96,$222.92,$163.75,,"-$6,711.41","$5,127.20",71.46%,76.40%,,,,,,,,,,,,,,,5/14/2021 Fri,"$6,711.41","$1,294.14",$54.74,"$4,360.24",$222.92,$163.75,,
,,5/15/2021 Sat,"$4,953.47",$588.07,$849.70,$42.96,$505.38,"$2,027.13",$211.80,$206.44,$67.50,,"-$4,613.36","$3,670.02",60.94%,74.09%,,,,,,,,,,,,,,,5/15/2021 Sat,"$4,953.47","$1,437.77",$42.96,"$2,744.31",$206.44,$67.50,,
,,5/16/2021 Sun,"$5,392.05",$755.27,$264.30,$37.17,$612.14,"$2,500.53",$517.05,$126.78,$84.17,,"-$4,852.55","$3,816.47",74.05%,70.78%,,,,,,,,,,,,,,,5/16/2021 Sun,"$5,392.05","$1,019.57",$37.17,"$3,629.72",$126.78,$84.17,,
,,5/17/2021 Mon,"$4,825.16",$638.25,$185.30,$33.10,"$1,121.20","$1,725.15",$377.30,$268.80,$33.43,,"-$3,944.36","$2,812.73",73.49%,58.29%,,,Week 165,"$5,826.80",$656.05,$383.73,$41.21,"$1,065.85","$2,366.09",$504.27,$199.93,$79.45,,,5/17/2021 Mon,"$4,825.16",$823.55,$33.10,"$3,223.65",$268.80,$33.43,,
,,5/18/2021 Tue,"$4,795.67",$619.46,$292.10,$29.18,$903.45,"$2,194.79",$152.98,$99.78,$63.99,,"-$4,575.46","$3,859.09",74.57%,80.47%,,,,,,,,,,,,,,,5/18/2021 Tue,"$4,795.67",$911.56,$29.18,"$3,251.22",$99.78,$63.99,,
,,5/19/2021 Wed,"$6,357.64",$661.22,$502.30,$48.13,"$1,000.76","$2,296.94",$900.74,$271.50,$92.85,,"-$6,027.34","$5,084.92",72.64%,79.98%,,,,,,,,,,,,,,,5/19/2021 Wed,"$6,357.64","$1,163.52",$48.13,"$4,198.44",$271.50,$92.85,,
,,5/20/2021 Thu,"$6,890.63",$656.01,$609.40,$49.71,"$1,245.08","$3,018.80",$473.95,$160.41,$75.14,,"-$5,894.36","$4,573.45",75.63%,66.37%,,,,,,,,,,,,,,,5/20/2021 Thu,"$6,890.63","$1,265.41",$49.71,"$4,737.83",$160.41,$75.14,,
,,5/21/2021 Fri,"$6,246.13",$802.90,$318.80,$55.72,"$1,381.73","$2,647.23",$195.97,$164.15,$106.67,,"-$5,266.51","$3,989.69",74.40%,63.87%,,,,,,,,,,,,,,,5/21/2021 Fri,"$6,246.13","$1,121.70",$55.72,"$4,224.93",$164.15,$106.67,,
,,5/22/2021 Sat,"$6,205.22",$608.36,$515.80,$55.64,$851.40,"$2,665.81",$620.68,$193.13,$125.23,,"-$5,096.31","$4,241.81",73.35%,68.36%,,,,,,,,,,,,,,,5/22/2021 Sat,"$6,205.22","$1,124.16",$55.64,"$4,137.89",$193.13,$125.23,,
,,5/23/2021 Sun,"$5,467.17",$606.16,$262.40,$17.01,$957.32,"$2,013.90",$808.24,$241.76,$58.81,,"-$5,136.87","$4,005.84",76.04%,73.27%,,,,,,,,,,,,,,,5/23/2021 Sun,"$5,467.17",$868.56,$17.01,"$3,779.46",$241.76,$58.81,,
,,5/24/2021 Mon,"$5,548.69",$524.36,$334.10,$37.82,$901.76,"$2,581.38",$402.90,$199.29,$58.01,,"-$5,040.64","$3,934.12",77.04%,70.90%,,,Week 166,"$5,697.94",$628.56,$469.81,$36.16,$936.99,"$2,314.36",$431.77,$264.81,$92.77,,,5/24/2021 Mon,"$5,548.69",$858.46,$37.82,"$3,886.04",$199.29,$58.01,,
,,5/25/2021 Tue,"$5,685.15",$762.40,$309.20,$25.36,"$1,023.81","$2,225.16",$454.76,$306.42,$56.50,,"-$4,914.45","$3,844.33",71.66%,67.62%,,,,,,,,,,,,,,,5/25/2021 Tue,"$5,685.15","$1,071.60",$25.36,"$3,703.73",$306.42,$56.50,,
,,5/26/2021 Wed,"$3,871.87",$618.81,$337.70,$41.07,$342.01,"$1,594.91",$299.45,$244.93,$37.82,,"-$3,321.37","$2,545.26",63.54%,65.74%,,,,,,,,,,,,,,,5/26/2021 Wed,"$3,871.87",$956.51,$41.07,"$2,236.37",$244.93,$37.82,,
,,5/27/2021 Thu,"$5,394.10",$633.91,$345.10,$23.57,$644.00,"$2,561.15",$246.96,$253.33,$191.25,,"-$4,826.61","$4,018.79",70.40%,74.50%,,,,,,,,,,,,,,,5/27/2021 Thu,"$5,394.10",$979.01,$23.57,"$3,452.11",$253.33,$191.25,,
,,5/28/2021 Fri,"$7,397.65",$632.59,$563.00,$47.55,"$1,859.37","$2,623.62",$568.44,$328.92,$95.57,,"-$6,626.93","$5,054.64",75.11%,68.33%,,,,,,,,,,,,,,,5/28/2021 Fri,"$7,397.65","$1,195.59",$47.55,"$5,051.43",$328.92,$95.57,,
,,5/29/2021 Sat,"$6,602.58",$699.26,$648.20,$46.72,"$1,480.91","$2,477.55",$258.92,$262.24,$123.09,,"-$5,661.74","$4,607.22",70.26%,69.78%,,,,,,,,,,,,,,,5/29/2021 Sat,"$6,602.58","$1,347.46",$46.72,"$4,217.38",$262.24,$123.09,,
,,5/30/2021 Sun,"$5,385.52",$528.58,$751.40,$31.06,$307.07,"$2,136.73",$790.93,$258.54,$87.13,,"-$5,055.21","$4,057.37",66.07%,75.34%,,,,,,,,,,,,,,,5/30/2021 Sun,"$5,385.52","$1,279.98",$31.06,"$3,234.73",$258.54,$87.13,,
,,5/31/2021 Mon,"$4,277.05",$532.56,$59.90,$53.60,$615.95,"$2,103.53",$359.96,$102.11,$58.06,,"-$3,396.26","$2,775.22",79.20%,64.89%,,,Week 167,"$5,461.60",$704.49,$330.54,$43.39,$792.96,"$2,401.13",$399.39,$181.00,$107.64,,,5/31/2021 Mon,"$4,277.05",$592.46,$53.60,"$3,079.44",$102.11,$58.06,,
2021년 6월,매출 보고,6/1/2021 Tue,"$5,446.57",$853.07,$296.00,$53.47,$514.52,"$2,260.33",$573.91,$299.54,$96.14,,"-$4,620.08","$3,794.04",67.63%,69.66%,,,,,,,,,,,,,,,6/1/2021 Tue,"$5,446.57","$1,149.07",$53.47,"$3,348.76",$299.54,$96.14,,
,,6/2/2021 Wed,"$4,764.30",$816.19,$424.70,$48.43,$712.36,"$1,864.42",$236.03,$129.18,$95.95,,"-$4,103.70","$3,291.66",64.94%,69.09%,,,,,,,,,,,,,,,6/2/2021 Wed,"$4,764.30","$1,240.89",$48.43,"$2,812.81",$129.18,$95.95,,
실제 수익,"$160,721.27",6/3/2021 Thu,"$5,933.01",$720.37,$469.90,$49.74,$441.14,"$3,014.78",$259.78,$250.02,$183.04,,"-$5,162.33","$3,966.51",68.89%,66.85%,,,,,,,,,,,,,,,6/3/2021 Thu,"$5,933.01","$1,190.27",$49.74,"$3,715.70",$250.02,$183.04,,
보고 수익,"$140,410.50",6/4/2021 Fri,"$6,246.85",$697.62,$248.40,$41.61,"$1,376.19","$2,709.67",$313.32,$128.02,$157.56,,"-$5,237.44","$4,281.59",77.46%,68.54%,,,,,,,,,,,,,,,6/4/2021 Fri,"$6,246.85",$946.02,$41.61,"$4,399.18",$128.02,$157.56,,
카드 수익,"$111,154.01",6/5/2021 Sat,"$6,442.33",$686.82,$457.10,$22.46,$929.55,"$2,488.65",$986.72,$170.37,$109.69,,"-$5,781.68","$4,634.74",75.21%,71.94%,,,,,,,,,,,,,,,6/5/2021 Sat,"$6,442.33","$1,143.92",$22.46,"$4,404.92",$170.37,$109.69,,
,"$29,256.49",6/6/2021 Sun,"$5,121.11",$624.77,$357.80,$34.44,$960.99,"$2,366.56",$65.98,$187.74,$53.07,,"-$4,130.24","$3,158.46",72.89%,61.68%,,,,,,,,,,,,,,,6/6/2021 Sun,"$5,121.11",$982.57,$34.44,"$3,393.53",$187.74,$53.07,,
담배 수익,"$31,544.72",6/7/2021 Mon,"$5,325.06",$470.57,$580.20,$28.32,$823.31,"$2,539.35",$171.97,$113.70,$109.12,,"-$4,774.55","$3,387.79",73.02%,63.62%,,,,"$5,507.71",$621.10,$543.09,$37.14,$748.40,"$2,424.87",$336.64,$181.81,$106.56,,,6/7/2021 Mon,"$5,325.06","$1,050.77",$28.32,"$3,534.63",$113.70,$109.12,,
그로서리 수익,"$1,377.08",6/8/2021 Tue,"$5,496.22",$660.44,$430.10,$39.75,$589.57,"$2,578.11",$455.42,$107.49,$131.18,,"-$4,422.65","$3,474.41",72.51%,63.21%,,,,,,,,,,,,,,,6/8/2021 Tue,"$5,496.22","$1,090.54",$39.75,"$3,623.10",$107.49,$131.18,,
잡화 수익,"$103,838.06",6/9/2021 Wed,"$5,762.82",$683.17,$622.50,$37.10,"$1,071.62","$2,240.68",$276.96,$192.22,$109.91,,"-$4,992.11","$3,876.74",68.51%,67.27%,,,,,,,,,,,,,,,6/9/2021 Wed,"$5,762.82","$1,305.67",$37.10,"$3,589.26",$192.22,$109.91,,
토바코 수익,"$5,948.29",6/10/2021 Thu,"$5,745.00",$802.64,$264.80,$41.63,$581.47,"$3,091.49",$180.19,$143.46,$92.30,,"-$4,555.90","$3,703.89",73.78%,64.47%,,,,,,,,,,,,,,,6/10/2021 Thu,"$5,745.00","$1,067.44",$41.63,"$3,853.15",$143.46,$92.30,,
맥주 수익,"$3,229.32",6/11/2021 Fri,"$5,507.74",$636.65,$275.30,$42.56,$852.28,"$2,692.48",$130.96,$229.38,$142.91,,"-$4,712.32","$3,472.36",73.41%,63.05%,,,,,,,,,,,,,,,6/11/2021 Fri,"$5,507.74",$911.95,$42.56,"$3,675.72",$229.38,$142.91,,
,,6/12/2021 Sat,"$5,660.79",$460.44,"$1,159.20",$54.65,$660.96,"$2,063.47",$379.98,$256.30,$106.48,,"-$5,110.27","$3,989.94",60.32%,70.48%,,,,,,,,,,,,,,,6/12/2021 Sat,"$5,660.79","$1,619.64",$54.65,"$3,104.41",$256.30,$106.48,,
,"$5,357.38",6/13/2021 Sun,"$5,056.32",$633.81,$469.50,$15.98,$659.56,"$1,768.52",$760.98,$230.10,$54.03,,"-$4,505.83","$3,693.12",69.38%,73.04%,,,,,,,,,,,,,,,6/13/2021 Sun,"$5,056.32","$1,103.31",$15.98,"$3,189.06",$230.10,$54.03,,
,,6/14/2021 Mon,"$5,141.27",$510.27,$88.60,$49.15,$559.87,"$2,841.31",$276.39,$219.21,$124.82,,"-$4,480.65","$3,690.48",78.68%,71.78%,,,,"$5,325.39",$639.46,$256.47,$50.82,$782.56,"$2,322.01",$445.25,$230.09,$110.22,,,6/14/2021 Mon,"$5,141.27",$598.87,$49.15,"$3,677.57",$219.21,$124.82,,
,,6/15/2021 Tue,"$5,198.75",$751.63,$248.40,$32.73,$704.18,"$2,046.98",$492.77,$353.82,$91.34,,"-$4,648.24","$3,684.41",68.64%,70.87%,,,,,,,,,,,,,,,6/15/2021 Tue,"$5,198.75","$1,000.03",$32.73,"$3,243.93",$353.82,$91.34,,
,,6/16/2021 Wed,"$4,364.69",$730.81,$0.00,$58.34,$668.33,"$2,073.29",$138.98,$209.69,$84.92,,"-$4,364.69","$3,358.19",72.60%,76.94%,,,,,,,,,,,,,,,6/16/2021 Wed,"$4,364.69",$730.81,$58.34,"$2,880.60",$209.69,$84.92,,
,,6/17/2021 Thu,"$6,169.47",$619.53,$539.30,$35.53,$930.00,"$2,461.06",$572.94,$325.63,$119.56,,"-$5,343.72","$4,265.35",70.68%,69.14%,,,,,,,,,,,,,,,6/17/2021 Thu,"$6,169.47","$1,158.83",$35.53,"$3,964.00",$325.63,$119.56,,
,,6/18/2021 Fri,"$5,909.19",$831.40,$260.40,$87.07,$832.16,"$2,747.37",$287.02,$210.45,$111.28,,"-$5,358.68","$4,760.09",71.98%,80.55%,,,,,,,,,,,,,,,6/18/2021 Fri,"$5,909.19","$1,091.80",$87.07,"$3,866.55",$210.45,$111.28,,
,,6/19/2021 Sat,"$4,484.19",$387.05,$176.70,$43.92,$982.91,"$2,101.01",$158.97,$147.11,$75.14,,"-$3,933.66","$3,148.10",79.55%,70.20%,,,,,,,,,,,,,,,6/19/2021 Sat,"$4,484.19",$563.75,$43.92,"$3,242.89",$147.11,$75.14,,
,,6/20/2021 Sun,"$6,010.20",$645.55,$481.90,$49.00,$800.50,"$1,983.03","$1,189.71",$144.69,$164.50,,"-$5,552.96","$4,332.78",72.72%,72.09%,,,,,,,,,,,,,,,6/20/2021 Sun,"$6,010.20","$1,127.45",$49.00,"$3,973.24",$144.69,$164.50,,
,,6/21/2021 Mon,"$4,867.62",$838.46,$437.20,$47.61,$570.60,"$1,877.48",$319.55,$265.82,$64.36,,"-$3,986.80","$3,035.08",62.54%,62.35%,,,,"$5,119.72",$609.86,$385.97,$56.89,$731.79,"$2,191.68",$376.99,$196.51,$101.37,,,6/21/2021 Mon,"$4,867.62","$1,275.66",$47.61,"$2,767.63",$265.82,$64.36,,
,,6/22/2021 Tue,"$4,490.59",$527.58,$236.30,$45.26,$805.86,"$2,116.24",$123.96,$147.66,$75.81,,"-$3,829.99","$3,026.76",74.62%,67.40%,,,,,,,,,,,,,,,6/22/2021 Tue,"$4,490.59",$763.88,$45.26,"$3,046.06",$147.66,$75.81,,
,,6/23/2021 Wed,"$5,662.96",$529.19,$710.80,$64.03,$866.53,"$2,376.01",$313.23,$195.06,$99.62,,"-$5,124.56","$4,135.19",69.07%,73.02%,,,,,,,,,,,,,,,6/23/2021 Wed,"$5,662.96","$1,239.99",$64.03,"$3,555.77",$195.06,$99.62,,
,,6/24/2021 Thu,"$5,714.44",$627.91,$362.40,$24.38,"$1,398.99","$2,254.69",$205.49,$249.26,$51.06,,"-$5,146.30","$3,960.08",74.29%,69.30%,,,,,,,,,,,,,,,6/24/2021 Thu,"$5,714.44",$990.31,$24.38,"$3,859.17",$249.26,$51.06,,
,,6/25/2021 Fri,"$5,706.82",$737.98,$280.40,$79.63,$789.80,"$2,433.09",$564.97,$211.30,$98.20,,"-$5,059.43","$4,080.84",73.01%,71.51%,,,,,,,,,,,,,,,6/25/2021 Fri,"$5,706.82","$1,018.38",$79.63,"$3,787.86",$211.30,$98.20,,
,,6/26/2021 Sat,"$4,661.35",$499.90,$324.90,$74.51,$330.87,"$1,782.19",$974.75,$101.36,$145.26,,"-$4,661.35","$3,399.62",72.87%,72.93%,,,,,,,,,,,,,,,6/26/2021 Sat,"$4,661.35",$824.80,$74.51,"$3,087.81",$101.36,$145.26,,
,,6/27/2021 Sun,"$4,734.23",$508.02,$349.80,$62.82,$359.87,"$2,502.05",$136.97,$205.14,$175.26,,"-$4,514.04","$3,601.28",69.68%,76.07%,,,,,,,,,,,,,,,6/27/2021 Sun,"$4,734.23",$857.82,$62.82,"$2,998.89",$205.14,$175.26,,
,,6/28/2021 Mon,"$5,185.48",$375.04,$479.70,$33.74,$673.64,"$2,717.89",$100.70,$192.81,$136.30,,"-$4,194.57","$3,360.18",74.08%,64.80%,,,,"$5,371.99",$654.33,$444.76,$36.52,$820.11,"$2,363.15",$249.35,$213.41,$93.85,,,6/28/2021 Mon,"$5,185.48",$854.74,$33.74,"$3,492.23",$192.81,$136.30,,
,,6/29/2021 Tue,"$4,734.96",$582.19,$785.30,$43.43,$720.32,"$1,685.88",$168.32,$195.58,$93.64,,"-$4,045.74","$3,247.66",59.81%,68.59%,,,,,,,,,,,,,,,6/29/2021 Tue,"$4,734.96","$1,367.49",$43.43,"$2,574.52",$195.58,$93.64,,
,,6/30/2021 Wed,"$5,176.94",$870.75,$407.30,$35.79,$735.61,"$2,185.47",$254.03,$136.18,$76.87,,"-$4,056.02","$3,342.67",67.46%,64.57%,,,,,,,,,,,,,,,6/30/2021 Wed,"$5,176.94","$1,278.05",$35.79,"$3,175.11",$136.18,$76.87,,
2021년 7월,매출 보고,7/1/2021 Thu,"$5,190.54",$714.19,$316.20,$34.37,$649.78,"$2,265.16",$343.47,$298.03,$93.20,,"-$4,521.14","$3,678.35",69.05%,70.87%,,,,,,,,,,,,,,,7/1/2021 Thu,"$5,190.54","$1,030.39",$34.37,"$3,258.41",$298.03,$93.20,,
,,7/2/2021 Fri,"$6,189.93",$700.27,$148.50,$43.69,"$1,100.41","$2,660.51",$655.90,$248.59,$64.28,,"-$4,978.84","$4,131.60",78.49%,66.75%,,,,,,,,,,,,,,,7/2/2021 Fri,"$6,189.93",$848.77,$43.69,"$4,416.82",$248.59,$64.28,,
실제 수익,"$163,841.83",7/3/2021 Sat,"$5,779.13",$774.16,$527.90,$23.06,$780.32,"$2,631.29",$169.05,$259.88,$83.28,,"-$4,898.34","$3,652.57",68.15%,63.20%,,,,,,,,,,,,,,,7/3/2021 Sat,"$5,779.13","$1,302.06",$23.06,"$3,580.66",$259.88,$83.28,,
보고 수익,"$140,548.38",7/4/2021 Sun,"$5,346.97",$563.73,$448.40,$41.54,"$1,080.69","$2,395.85",$53.99,$162.82,$109.39,,"-$4,356.04","$3,507.13",72.63%,65.59%,,,,,,,,,,,,,,,7/4/2021 Sun,"$5,346.97","$1,012.13",$41.54,"$3,530.53",$162.82,$109.39,,
카드 수익,"$113,311.79",7/5/2021 Mon,"$3,906.98",$443.27,$455.20,$30.52,$219.06,"$1,910.35",$245.95,$186.73,$57.47,,"-$3,176.67","$2,634.04",66.88%,67.42%,,,,"$5,331.23",$637.24,$409.44,$45.59,$752.19,"$2,473.07",$176.14,$240.18,$107.46,,,7/5/2021 Mon,"$3,906.98",$898.47,$30.52,"$2,375.36",$186.73,$57.47,,
,"$27,236.59",7/6/2021 Tue,"$5,199.06",$724.93,$350.10,$42.37,$801.15,"$2,269.26",$189.06,$190.37,$154.95,,"-$4,270.39","$3,379.70",68.96%,65.01%,,,,,,,,,,,,,,,7/6/2021 Tue,"$5,199.06","$1,075.03",$42.37,"$3,259.47",$190.37,$154.95,,
담배 수익,"$30,670.21",7/7/2021 Wed,"$5,315.64",$699.52,$462.00,$52.67,$864.26,"$2,057.72",$199.49,$426.96,$65.39,,"-$4,544.93","$3,460.59",64.59%,65.10%,,,,,,,,,,,,,,,7/7/2021 Wed,"$5,315.64","$1,161.52",$52.67,"$3,121.47",$426.96,$65.39,,
그로서리 수익,"$1,455.61",7/8/2021 Thu,"$6,900.94",$664.70,$420.50,$61.65,"$1,196.86","$3,207.29",$284.93,$274.11,$157.85,,"-$6,295.38","$5,434.93",74.74%,78.76%,,,,,,,,,,,,,,,7/8/2021 Thu,"$6,900.94","$1,085.20",$61.65,"$4,689.08",$274.11,$157.85,,
